energy_kev,energy_bin_start_kev,energy_bin_end_kev,ne_bin_0,ne_bin_1,ne_bin_2,ne_bin_3,ne_bin_4,ne_bin_5,ne_bin_6,ne_bin_7,ne_bin_8,ne_bin_9,ne_bin_10,ne_bin_11,ne_bin_12,ne_bin_13,ne_bin_14,ne_bin_15,ne_bin_16,ne_bin_17,ne_bin_18,ne_bin_19,ne_bin_20,ne_bin_21,ne_bin_22,ne_bin_23,ne_bin_24,ne_bin_25,ne_bin_26,ne_bin_27,ne_bin_28,ne_bin_29,ne_bin_30,ne_bin_31,ne_bin_32,ne_bin_33,ne_bin_34,ne_bin_35,ne_bin_36,ne_bin_37,ne_bin_38,ne_bin_39,ne_bin_40,ne_bin_41,ne_bin_42,ne_bin_43,ne_bin_44,ne_bin_45,ne_bin_46,ne_bin_47,ne_bin_48,ne_bin_49,ne_bin_50,ne_bin_51,ne_bin_52,ne_bin_53,ne_bin_54,ne_bin_55,ne_bin_56,ne_bin_57,ne_bin_58,ne_bin_59,ne_bin_60,ne_bin_61,ne_bin_62,ne_bin_63,ne_bin_64,ne_bin_65,ne_bin_66,ne_bin_67,ne_bin_68,ne_bin_69,ne_bin_70,ne_bin_71,ne_bin_72,ne_bin_73,ne_bin_74,ne_bin_75,ne_bin_76,ne_bin_77,ne_bin_78,ne_bin_79,ne_bin_80,ne_bin_81,ne_bin_82,ne_bin_83,ne_bin_84,ne_bin_85,ne_bin_86,ne_bin_87,ne_bin_88,ne_bin_89,ne_bin_90,ne_bin_91,ne_bin_92,ne_bin_93,ne_bin_94,ne_bin_95,ne_bin_96,ne_bin_97,ne_bin_98,ne_bin_99,ne_bin_100,ne_bin_101,ne_bin_102,ne_bin_103,ne_bin_104,ne_bin_105,ne_bin_106,ne_bin_107,ne_bin_108,ne_bin_109,ne_bin_110,ne_bin_111,ne_bin_112,ne_bin_113,ne_bin_114,ne_bin_115,ne_bin_116,ne_bin_117,ne_bin_118,ne_bin_119,ne_bin_120,ne_bin_121,ne_bin_122,ne_bin_123,ne_bin_124,ne_bin_125,ne_bin_126,ne_bin_127,ne_bin_128,ne_bin_129,ne_bin_130,ne_bin_131,ne_bin_132,ne_bin_133,ne_bin_134,ne_bin_135,ne_bin_136,ne_bin_137,ne_bin_138,ne_bin_139,ne_bin_140,ne_bin_141,ne_bin_142,ne_bin_143,ne_bin_144,ne_bin_145,ne_bin_146,ne_bin_147,ne_bin_148,ne_bin_149,ne_bin_150,ne_bin_151,ne_bin_152,ne_bin_153,ne_bin_154,ne_bin_155,ne_bin_156,ne_bin_157,ne_bin_158,ne_bin_159,ne_bin_160,ne_bin_161,ne_bin_162,ne_bin_163,ne_bin_164,ne_bin_165,ne_bin_166,ne_bin_167,ne_bin_168,ne_bin_169,ne_bin_170,ne_bin_171,ne_bin_172,ne_bin_173,ne_bin_174,ne_bin_175,ne_bin_176,ne_bin_177,ne_bin_178,ne_bin_179,ne_bin_180,ne_bin_181,ne_bin_182,ne_bin_183,ne_bin_184,ne_bin_185,ne_bin_186,ne_bin_187,ne_bin_188,ne_bin_189,ne_bin_190,ne_bin_191,ne_bin_192,ne_bin_193,ne_bin_194,ne_bin_195,ne_bin_196,ne_bin_197,ne_bin_198,ne_bin_199
17.35,17.3,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117178,0,0,0.000117178,0.000468713,0,0.000117178,0.000351535,0.000234357,0.000234357,0.000234357,0.000468713,0.000117178,0.000351535,0.00070307,0.000820248,0.0016405,0.00105461,0.000937427,0.00210921,0.0016405,0.00234357,0.00363253,0.00222639,0.00374971,0.00339817,0.0043356,0.00515585,0.00480431,0.00468713,0.00714788,0.00492149,0.0070307,0.00773377,0.00996016,0.00996016,0.0105461,0.0103117,0.0114835,0.0110148,0.0125381,0.0132412,0.0132412,0.0152332,0.0135927,0.0180455,0.0161706,0.0172252,0.0141786,0.018397,0.0189829,0.0182798,0.0175768,0.0192172,0.0224982,0.0186314,0.0185142,0.022967,0.0193344,0.0232013,0.0194516,0.0195688,0.0185142,0.0178111,0.0188657,0.0175768,0.0139442,0.0185142,0.0157019,0.0162878,0.0160534,0.013827,0.0135927,0.0141786,0.0157019,0.0126553,0.0116007,0.0149988,0.0134755,0.0124209,0.0121865,0.0114835,0.0103117,0.0101945,0.0110148,0.0105461,0.00855402,0.00913991,0.00738224,0.00574174,0.00726506,0.00456996,0.00656199,0.00714788,0.0059761,0.00621045,0.00550738,0.00421842,0.00445278,0.00421842,0.00339817,0.00386689,0.00257792,0.00351535,0.00304664,0.00246075,0.00234357,0.00222639,0.00187485,0.00140614,0.00117178,0.00222639,0.00222639,0.00117178,0.00152332,0.000937427,0.000937427,0.000585892,0.000820248,0.00105461,0.000234357,0.000937427,0.000234357,0.000351535,0.00070307,0.000351535,0.000468713,0.000351535,0.000468713,0,0.000351535,0.000117178,0.000234357,0,0.000351535,0.000117178,0.000117178,0,0,0,0.000117178,0.000234357,0.000117178,0,0,0,0,0,0,0,0,0,0,0.000117178,0,0,0,0
17.45,17.4,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120569,0,0,0.000120569,0,0.000120569,0,0.000241138,0.000120569,0.000602845,0.000120569,0.000241138,0.000361707,0.000602845,0.000723415,0.000843984,0.00132626,0.00108512,0.00132626,0.00241138,0.00253195,0.00204967,0.00337593,0.0034965,0.00385821,0.00723415,0.00494333,0.00614902,0.00542561,0.0066313,0.00602845,0.00723415,0.00651073,0.00928382,0.00964553,0.00964553,0.0108512,0.00952496,0.0119363,0.013986,0.0149506,0.0160357,0.0135037,0.0159151,0.013142,0.0185676,0.0173619,0.0153123,0.016518,0.0189293,0.0198939,0.0188088,0.0186882,0.0190499,0.0194116,0.0185676,0.020135,0.0224259,0.0203762,0.020979,0.0155534,0.0210996,0.0170002,0.0170002,0.0207379,0.0170002,0.016518,0.0141066,0.0167591,0.0170002,0.0149506,0.0151917,0.015674,0.0149506,0.0170002,0.0141066,0.0125392,0.0133832,0.0119363,0.0125392,0.0100072,0.0081987,0.00964553,0.00795756,0.00795756,0.00807813,0.00916325,0.00856041,0.00723415,0.00711358,0.00470219,0.00735471,0.00554618,0.00446106,0.00530504,0.00470219,0.00590789,0.00409935,0.00301423,0.00337593,0.00301423,0.00289366,0.0031348,0.00253195,0.00277309,0.00204967,0.00265252,0.00180854,0.00229081,0.00192911,0.00192911,0.000843984,0.000964553,0.00180854,0.00108512,0.000723415,0.00108512,0.000964553,0.000964553,0.000241138,0.000482276,0.000723415,0.000482276,0.000723415,0.000482276,0.000723415,0.000241138,0.000241138,0.000482276,0.000602845,0.000602845,0.000241138,0.000120569,0.000120569,0.000241138,0,0.000241138,0.000241138,0,0,0,0,0.000120569,0.000120569,0,0.000120569,0,0,0,0,0.000120569,0,0,0.000120569,0,0,0
17.55,17.5,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002361,0.00011805,0,0.0002361,0.00011805,0.00011805,0,0.0002361,0.00011805,0,0.000826349,0.000708299,0.00011805,0.000708299,0.000944399,0.0014166,0.000354149,0.000944399,0.0014166,0.0011805,0.002361,0.00271515,0.002361,0.0030693,0.00401369,0.00377759,0.00448589,0.00401369,0.00495809,0.00448589,0.00672884,0.00613859,0.00708299,0.00861764,0.00838154,0.00790934,0.00826349,0.00920789,0.011805,0.0114508,0.0113328,0.0145201,0.0125133,0.0147562,0.0160548,0.014166,0.0177075,0.0140479,0.0169992,0.016527,0.0186519,0.0197143,0.0168811,0.0171172,0.0168811,0.0179436,0.021249,0.0181797,0.0194782,0.0178255,0.0172353,0.0198324,0.0205407,0.0203046,0.0220753,0.0174714,0.0180616,0.0180616,0.0179436,0.0164089,0.0178255,0.0151104,0.0179436,0.014284,0.014284,0.0113328,0.0136938,0.0182977,0.0147562,0.0122772,0.0105064,0.0103884,0.00932594,0.00861764,0.00814544,0.00920789,0.00849959,0.00897179,0.00625664,0.00908984,0.00743714,0.00625664,0.00554834,0.00602054,0.00590249,0.00649274,0.00779129,0.00554834,0.00354149,0.00531224,0.00424979,0.00354149,0.00472199,0.002361,0.00389564,0.00354149,0.00247905,0.0014166,0.00247905,0.00129855,0.00106245,0.0016527,0.0014166,0.0011805,0.000944399,0.000944399,0.00153465,0.000944399,0.000944399,0.000944399,0.00129855,0.000944399,0.0002361,0.000590249,0.000708299,0.000354149,0.0002361,0.000472199,0.0002361,0.000354149,0.0002361,0.00011805,0.00011805,0.00011805,0,0.000354149,0.00011805,0.00011805,0.0002361,0,0,0,0,0,0,0.00011805,0,0,0,0.00011805,0.00011805,0.00011805,0.0002361,0,0.00011805,0,0,0
17.65,17.6,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120077,0.000120077,0,0.000120077,0.000120077,0.000240154,0.000360231,0.000120077,0.000240154,0.000600384,0.000960615,0.000720461,0.000720461,0.000720461,0.00144092,0.00132085,0.00108069,0.00180115,0.00216138,0.00204131,0.00252161,0.003122,0.00288184,0.00432277,0.0051633,0.00408261,0.004683,0.004683,0.00768492,0.006244,0.00720461,0.00840538,0.00900576,0.0103266,0.0128482,0.00960615,0.0108069,0.0104467,0.0130884,0.0138088,0.0153698,0.0159702,0.017171,0.0148895,0.0163305,0.0168108,0.0192123,0.0168108,0.0178915,0.0180115,0.0210134,0.0160903,0.0205331,0.0194524,0.0174111,0.0194524,0.0195725,0.0176513,0.0184918,0.0172911,0.0199328,0.0219741,0.020293,0.0153698,0.0180115,0.0175312,0.0154899,0.0180115,0.0195725,0.0148895,0.0166907,0.0146494,0.0121278,0.014049,0.0134486,0.0102065,0.0121278,0.0128482,0.0112872,0.0115274,0.0104467,0.00960615,0.00960615,0.00888569,0.00900576,0.00912584,0.00720461,0.00756484,0.00900576,0.00720461,0.00528338,0.00636407,0.0051633,0.00456292,0.00396254,0.00480307,0.00336215,0.00300192,0.00360231,0.00300192,0.00324207,0.00372238,0.00240154,0.00360231,0.001561,0.00240154,0.00144092,0.00252161,0.00192123,0.00144092,0.00204131,0.000840538,0.000480307,0.000960615,0.000840538,0.000840538,0.000480307,0.000360231,0.000600384,0.000480307,0.000720461,0.000480307,0.000240154,0.000240154,0.000240154,0.000240154,0.000600384,0.000240154,0.000360231,0.000600384,0.000120077,0.000120077,0.000120077,0.000240154,0.000720461,0,0,0.000120077,0,0.000120077,0,0,0,0,0,0.000120077,0,0,0,0,0,0,0,0,0
17.75,17.7,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119432,0.000119432,0,0.000119432,0,0.000119432,0.000119432,0.000358295,0.000358295,0.000119432,0.000119432,0.000238863,0.000358295,0.000477726,0.000597158,0.000955452,0.000955452,0.000477726,0.000597158,0.000597158,0.00167204,0.00167204,0.00167204,0.00310522,0.00322465,0.00310522,0.00358295,0.00573271,0.00465783,0.00537442,0.00597158,0.00549385,0.00931566,0.00812134,0.00800191,0.0103905,0.0101517,0.0101517,0.0126597,0.0102711,0.0112266,0.0112266,0.0155261,0.0152872,0.0120626,0.0142123,0.0189896,0.0151678,0.0161233,0.017437,0.0170787,0.0173176,0.0162427,0.0163621,0.0197062,0.0198256,0.016601,0.0207811,0.0199451,0.0181536,0.0167204,0.0192285,0.0177953,0.0198256,0.0168398,0.0209005,0.0179147,0.018273,0.0195868,0.0173176,0.0149289,0.0167204,0.0155261,0.013018,0.0142123,0.011346,0.0160038,0.0131375,0.0131375,0.0132569,0.012182,0.0109877,0.0125403,0.0136152,0.00979338,0.00991282,0.00728532,0.00907679,0.00728532,0.00776305,0.0068076,0.0087185,0.00800191,0.00561328,0.00537442,0.00621044,0.00477726,0.0045384,0.00370238,0.00441897,0.0045384,0.00358295,0.0041801,0.00322465,0.00334408,0.00250806,0.00334408,0.00203034,0.00298579,0.0022692,0.00143318,0.00119432,0.000955452,0.00214977,0.00262749,0.000955452,0.000597158,0.000955452,0.000477726,0.000836021,0.000597158,0.000836021,0.00107488,0.000955452,0.000477726,0.00107488,0.000836021,0.000358295,0.000597158,0.000597158,0.000358295,0.000477726,0.000238863,0.000119432,0.000238863,0.000716589,0.000119432,0.000238863,0.000238863,0.000238863,0.000119432,0,0.000119432,0,0.000238863,0,0,0,0,0.000119432,0,0,0,0.000119432,0,0,0,0
17.85,17.8,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121183,0,0,0,0,0,0,0,0,0.000121183,0,0,0,0,0,0.000121183,0,0,0.000121183,0.000121183,0.000242365,0.000242365,0.000484731,0,0.000363548,0.000242365,0.000363548,0.000969462,0.000727096,0.000848279,0.00206011,0.000848279,0.00109064,0.00242365,0.00206011,0.00206011,0.00254484,0.0027872,0.0035143,0.00266602,0.0035143,0.00387785,0.00581677,0.00436258,0.00508968,0.00569559,0.00727096,0.0070286,0.00848279,0.0101794,0.0077557,0.0100582,0.0098158,0.0113912,0.0113912,0.0122395,0.0145419,0.0123606,0.0135725,0.0149055,0.0163597,0.0168444,0.0173291,0.0164809,0.0158749,0.0195104,0.0202375,0.0192681,0.0214493,0.0214493,0.0199952,0.0213282,0.0193892,0.0190257,0.0202375,0.0180562,0.0224188,0.0182986,0.017935,0.018541,0.0173291,0.018541,0.0175715,0.0161173,0.0150267,0.0151478,0.0150267,0.0174503,0.0153902,0.012603,0.0136937,0.0147843,0.0110276,0.0115124,0.0127242,0.01127,0.0103005,0.0105429,0.00969462,0.00908871,0.00872516,0.00860397,0.00739215,0.00678623,0.00581677,0.00666505,0.00618032,0.00533204,0.00690742,0.00642269,0.00484731,0.00545322,0.00375667,0.00448376,0.00363548,0.00399903,0.00339312,0.00254484,0.00254484,0.00375667,0.00266602,0.00230247,0.0027872,0.00315075,0.00242365,0.00193892,0.00181774,0.00121183,0.00218129,0.00109064,0.00109064,0.000727096,0.000848279,0.000969462,0.000605914,0.000727096,0.000484731,0.000242365,0.000727096,0.000605914,0.000484731,0.000363548,0.000121183,0,0.000121183,0.000121183,0,0.000121183,0.000242365,0.000242365,0.000121183,0.000242365,0,0.000242365,0,0,0,0,0,0,0.000242365,0,0.000121183,0,0,0,0,0,0,0,0
17.95,17.9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120351,0,0.000361054,0.000120351,0,0.000361054,0.000240703,0,0.000361054,0.000481406,0.000120351,0.000601757,0.000722109,0.000722109,0.000361054,0.00120351,0.000962811,0.000481406,0.00156457,0.00156457,0.00228668,0.00192562,0.00228668,0.00276808,0.00349019,0.00361054,0.00469371,0.00481406,0.00481406,0.00517511,0.00553617,0.00625827,0.00722109,0.00734144,0.00806355,0.00986882,0.00938741,0.00758214,0.0123962,0.0101095,0.0115537,0.0119148,0.0111927,0.0116741,0.0149236,0.0168492,0.0170899,0.0188952,0.0160067,0.017451,0.0176917,0.0185341,0.0168492,0.0181731,0.0184138,0.0176917,0.0191359,0.0192562,0.0187748,0.0197376,0.0213022,0.0192562,0.0180527,0.0172103,0.0186545,0.0163678,0.0176917,0.0185341,0.017812,0.0156457,0.0162474,0.0164881,0.0148032,0.0168492,0.0149236,0.0134794,0.012998,0.0123962,0.012998,0.0152846,0.0123962,0.0117944,0.011313,0.00962811,0.0121555,0.00890601,0.00986882,0.00902636,0.00794319,0.00686003,0.00601757,0.00770249,0.00565652,0.00613792,0.00673968,0.00589722,0.00505476,0.004453,0.00649898,0.00481406,0.00481406,0.0039716,0.00216633,0.00312914,0.00276808,0.00349019,0.00228668,0.00336984,0.00276808,0.00240703,0.00288843,0.00180527,0.00132387,0.00108316,0.00144422,0.000962811,0.00156457,0.000722109,0.00168492,0.000120351,0.000481406,0.000722109,0.00120351,0.00084246,0.000361054,0.000481406,0.000361054,0.000601757,0.000361054,0.000240703,0.000361054,0.000240703,0.000120351,0,0.000120351,0.000120351,0.000120351,0.000361054,0.000120351,0,0.000240703,0,0,0.000120351,0,0,0,0,0,0,0,0,0,0,0,0,0
18.05,18,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012025,0,0,0,0,0.00012025,0,0,0.0002405,0,0.00012025,0.0002405,0,0.00036075,0.00036075,0.00036075,0.000721501,0.000721501,0.000601251,0.000601251,0.000721501,0.0012025,0.0016835,0.002405,0.001924,0.001443,0.0016835,0.00348725,0.00348725,0.00324675,0.00468975,0.003848,0.00481,0.00468975,0.00613276,0.00601251,0.00781626,0.00769601,0.00733526,0.00901876,0.00986051,0.00877826,0.0117845,0.00974026,0.0111833,0.0117845,0.0150313,0.0122655,0.01443,0.015392,0.020202,0.0165945,0.016354,0.0181578,0.0161135,0.0191198,0.0179173,0.0152718,0.0155123,0.017316,0.022126,0.0200818,0.0183983,0.0218855,0.0193603,0.0176768,0.0174363,0.0214045,0.0186388,0.0186388,0.0155123,0.0170755,0.0188793,0.0180375,0.0171958,0.0156325,0.0164743,0.0145503,0.0150313,0.0152718,0.010582,0.0137085,0.0131073,0.010582,0.0137085,0.0114238,0.0113035,0.010101,0.00877826,0.0108225,0.00937951,0.00889851,0.00913901,0.00673401,0.00661376,0.00637326,0.00685426,0.00829726,0.00637326,0.00745551,0.00589226,0.00517076,0.00372775,0.003848,0.00420875,0.0045695,0.00348725,0.00324675,0.0031265,0.0036075,0.0021645,0.0021645,0.00204425,0.0016835,0.0016835,0.001924,0.0016835,0.0012025,0.000721501,0.000962001,0.00180375,0.000962001,0.00108225,0.0012025,0.000481,0.000721501,0.00036075,0.000481,0.000841751,0.00036075,0.00036075,0.0002405,0.0002405,0.000601251,0,0.000721501,0.00036075,0.000481,0.00012025,0.00012025,0,0.00012025,0.00012025,0.0002405,0,0,0,0.00012025,0.00012025,0,0,0,0,0.00012025,0.00012025,0,0,0,0.00012025,0,0
18.15,18.1,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117702,0,0,0,0,0,0,0,0.000117702,0,0,0.000117702,0.000588512,0.000353107,0.000235405,0.000588512,0.000235405,0.000588512,0.000353107,0.000706215,0.000235405,0.00094162,0.000588512,0.00176554,0.00117702,0.00153013,0.00153013,0.00270716,0.00294256,0.00353107,0.00329567,0.0045904,0.00517891,0.00364878,0.00623823,0.00541431,0.00670904,0.00741525,0.00635593,0.00765066,0.00682674,0.0114171,0.0102401,0.0115348,0.0122411,0.0135358,0.0129473,0.0141243,0.0143597,0.0138889,0.0157721,0.0150659,0.0158898,0.0164783,0.0163606,0.0175377,0.0173023,0.018597,0.0181262,0.0207156,0.0189501,0.0180085,0.0168315,0.0196563,0.0193032,0.0214218,0.0189501,0.0177731,0.0180085,0.0193032,0.0188324,0.018597,0.0181262,0.0177731,0.015419,0.0160075,0.0157721,0.0153013,0.0157721,0.0143597,0.0141243,0.015419,0.0128296,0.0114171,0.014242,0.0109463,0.0131827,0.0129473,0.0097693,0.0095339,0.00776836,0.00870998,0.0100047,0.00588512,0.00717985,0.00682674,0.00753296,0.00612053,0.00612053,0.00388418,0.00670904,0.00564972,0.00423729,0.0049435,0.00529661,0.00353107,0.00435499,0.00341337,0.00329567,0.00306026,0.00223635,0.00306026,0.00329567,0.00306026,0.00188324,0.00247175,0.00153013,0.00129473,0.00176554,0.00153013,0.00141243,0.00094162,0.00129473,0.000823917,0.000823917,0.000588512,0.00105932,0.00105932,0.00094162,0.000588512,0.000235405,0.000588512,0.00047081,0.00047081,0,0.000235405,0.000588512,0.000353107,0.000353107,0.000353107,0.000235405,0.000117702,0,0.000235405,0,0.000117702,0.000117702,0.000117702,0,0,0,0,0.000117702,0,0,0,0.000117702,0,0,0,0
18.25,18.2,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118864,0,0,0.000118864,0,0,0,0.000118864,0.000118864,0.000118864,0,0,0.000356591,0,0.000237727,0.000832046,0.00118864,0.000713182,0.000356591,0.00106977,0.00106977,0.00106977,0.00225841,0.00285273,0.00309046,0.00273386,0.00213955,0.00368477,0.00332818,0.00427909,0.00582432,0.00463568,0.00511114,0.00558659,0.00582432,0.00725068,0.00725068,0.00843932,0.0108166,0.00986568,0.0105789,0.0105789,0.0121241,0.0106977,0.0125995,0.0142636,0.0150957,0.0146202,0.014858,0.0167598,0.017473,0.0178295,0.0193748,0.0186616,0.0177107,0.0197314,0.02092,0.0197314,0.0179484,0.017473,0.0188993,0.0175918,0.0198502,0.018305,0.0177107,0.0181861,0.0193748,0.0187805,0.0188993,0.0153334,0.0147391,0.0160466,0.0141448,0.0172352,0.0158089,0.0160466,0.0135505,0.0136693,0.0136693,0.0140259,0.0136693,0.0134316,0.012243,0.0108166,0.0117675,0.0115298,0.00867705,0.00950909,0.00962796,0.01046,0.00974682,0.00879591,0.00736955,0.00891477,0.00701296,0.00665637,0.0065375,0.00677523,0.00570546,0.00606205,0.00451682,0.00487341,0.00332818,0.00499227,0.00356591,0.00320932,0.00249614,0.00297159,0.00309046,0.00320932,0.00202068,0.00237727,0.00190182,0.00190182,0.0013075,0.0013075,0.00106977,0.000594318,0.000950909,0.000594318,0.000832046,0.000950909,0.000832046,0.000950909,0.000475455,0.000832046,0.000356591,0.000594318,0.000475455,0.000475455,0.000237727,0.000475455,0.000594318,0.000356591,0.000356591,0,0.000118864,0.000594318,0.000237727,0.000237727,0.000237727,0.000118864,0,0.000118864,0,0.000118864,0,0.000118864,0,0,0,0,0.000118864,0,0.000237727,0,0,0,0
18.35,18.3,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361576,0.000120525,0,0,0,0.000241051,0,0,0,0.000482102,0.000602627,0.000482102,0.000482102,0.000482102,0.000361576,0.00120525,0.000964204,0.00108473,0.00204893,0.00120525,0.00180788,0.00216946,0.00204893,0.00433892,0.00385682,0.00457997,0.00385682,0.00482102,0.00494155,0.00433892,0.00506207,0.00699048,0.00867784,0.00879836,0.007111,0.00843678,0.00879836,0.00988309,0.0125347,0.011932,0.011691,0.0141015,0.011691,0.0133783,0.0136194,0.0183199,0.0166325,0.0189225,0.0161504,0.0153067,0.0177172,0.0169941,0.0191636,0.0173557,0.0185609,0.0179583,0.0154273,0.0201278,0.0184404,0.0160299,0.0191636,0.0207304,0.0181993,0.0178378,0.0185609,0.0195251,0.0179583,0.0157888,0.0145836,0.0160299,0.0173557,0.0159094,0.0151862,0.0126552,0.013981,0.0157888,0.0156683,0.0132578,0.0122936,0.0149452,0.0124141,0.0120525,0.00988309,0.00976256,0.0100036,0.00723153,0.0104857,0.00928046,0.00686995,0.0100036,0.00819573,0.00795468,0.0061468,0.00686995,0.00759311,0.0051826,0.00470049,0.00530312,0.00397734,0.00325419,0.00421839,0.00325419,0.00457997,0.00421839,0.00337471,0.00373629,0.00180788,0.00228998,0.00265156,0.00168736,0.00180788,0.00289261,0.000964204,0.00168736,0.00180788,0.00192841,0.00120525,0.000843678,0.000964204,0.00120525,0.000843678,0.000723153,0.000241051,0.000723153,0.000361576,0.000120525,0.000482102,0.000843678,0.000241051,0.000482102,0.000361576,0.000241051,0.000241051,0,0.000241051,0,0.000361576,0.000120525,0.000120525,0.000241051,0,0,0,0.000120525,0,0,0,0,0.000120525,0.000120525,0.000120525,0,0.000120525,0,0,0
18.45,18.4,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237925,0,0,0,0,0.000237925,0.000237925,0.000237925,0.000475851,0.000356888,0.000594813,0.000475851,0.00107066,0.000832739,0.000832739,0.00237925,0.00166548,0.00202236,0.0019034,0.00202236,0.0019034,0.00297407,0.00249822,0.00309303,0.00452058,0.00463954,0.00452058,0.00511539,0.00618606,0.00666191,0.00678087,0.00785153,0.00678087,0.00773257,0.00773257,0.0107066,0.0098739,0.0115394,0.0118963,0.012848,0.0130859,0.0141566,0.01261,0.01606,0.0139186,0.0147514,0.0147514,0.0145134,0.0171306,0.0173685,0.0180823,0.015822,0.0168927,0.0209374,0.0178444,0.0201047,0.0206995,0.0203426,0.019153,0.0167737,0.0166548,0.019034,0.0162979,0.0192719,0.0173685,0.0147514,0.0177254,0.0168927,0.0183202,0.0165358,0.0176065,0.0174875,0.0136807,0.0141566,0.0149893,0.0134428,0.0123721,0.0149893,0.01261,0.012848,0.0103498,0.0111825,0.0110635,0.00999286,0.00808946,0.00939805,0.00725672,0.00642398,0.00999286,0.00666191,0.00678087,0.00820842,0.00594813,0.00678087,0.00487747,0.00404473,0.00559124,0.00463954,0.00452058,0.00428266,0.00440162,0.00309303,0.00368784,0.00416369,0.00154651,0.00273614,0.00261718,0.00309303,0.00214133,0.00249822,0.00130859,0.00226029,0.00130859,0.00154651,0.000951701,0.000951701,0.000594813,0.00118963,0.00142755,0.000832739,0.000475851,0.000594813,0.000832739,0.000951701,0.000356888,0.000356888,0.000237925,0.000356888,0.000713776,0.000356888,0.000475851,0.000237925,0.000237925,0.000118963,0.000118963,0.000118963,0.000237925,0.000237925,0.000237925,0.000356888,0,0,0,0,0.000118963,0,0.000237925,0,0.000118963,0,0,0,0,0
